,0
Useful Life,30
Wind Cost ($/kW),2083.32
Solar Cost ($/kW),1124.55
Electrolyzer Installed Cost ($/kW),1077.9731199999999
Wind capacity (MW),522
Solar capacity (MW),100.0
Excess VRE capacity (%),0
Battery storage capacity (MW),0
Battery storage duration (hr),0
Electrolyzer capacity (MW),480
Total Electricity Production (kWh),4008526548.367731
Debt Equity,60
ATB Year,2025
Grid Total Emission Intensity first year (kg-CO2/kg-H2),7.213891277591162
Off-grid Total Emission Intensity first year (kg-CO2/kg-H2),0.0
H2 PTC first year ($/kg),0
Ren PTC first year ($/kg),0
Wind PTC,0
Discount Rate,0.07
NPV Wind Expenses,-1341778163.2066412
NPV Solar Expenses,-165197314.50548103
NPV HVDC Expenses,0.0
LCOE ($/MWh),58.59898732010236
Grid Price ($/MWh),69.13090404
Electricity CF (-),1.0
Wind plant CF (-),0.35248332549818884
Wind annual energy (MWh),1611807.552172078
Solar plant CF (-),0.24897290584790469
Solar annual energy (MWh),218100.26552276444
LCOH ($/kg),5.214132055878177
Electrolyzer CF (-),0.9518453064626515
Fraction of electricity from renewables (-),"[0.45601852 0.44947103 0.44310888 0.43692433 0.43091005 0.42505909
 0.41936489 0.41382124 0.41233783 0.44947103 0.44310888 0.43692433
 0.43091005 0.42505909 0.41936489 0.41382124 0.41233783 0.44947103
 0.44310888 0.43692433 0.43091005 0.42505909 0.41936489 0.41382124
 0.41233783 0.44947103 0.44310888 0.43692433 0.43091005 0.42505909]"
Average stack life (hrs),78052
Number of stack clusters (-),12
Hydrogen storage duration (hr),0.0
Hydrogen storage capacity (kg),0.0
Hydrogen storage CAPEX ($/kg),0
Hydrogen annual production (kg),73288932.07856058
Hydrogen production total CAPEX ($),1718203149.8996227
Hydrogen transmission total CAPEX ($),42176634.472844765
Steel Plant Total CAPEX ($),398350164.32779527
Ammonia Plant Total CAPEX ($),102761896.56000203
LCOH: Compression & storage ($/kg),0.0
LCOH: Electrolyzer CAPEX ($/kg),0.7070831344582565
LCOH: Desalination CAPEX ($/kg),0.0007803511869732759
LCOH: Electrolyzer FOM ($/kg),0.08383257643069576
LCOH:Desalination FOM ($/kg),0.0016627110733025703
LCOH: Electrolyzer VOM ($/kg),0.07527468904833468
LCOH: Wind Plant CAPEX ($/kg),1.0248959888347509
LCOH: Wind Plant FOM ($/kg),0.23846110871511078
LCOH: Solar Plant CAPEX ($/kg),0.10598199177845949
LCOH: Solar Plant FOM ($/kg),0.028653712647210464
LCOH: Battery Storage CAPEX ($/kg),0.0
LCOH: Battery Storage FOM ($/kg),0.0
LCOH: Grid Transmission ($/kg),0.07558876484219315
LCOH: Taxes and Finances ($/kg),0.08489439790997522
LCOH: Water consumption ($/kg),0.011655677691341555
LCOH: Grid electricity ($/kg),2.5965121800692517
LCOH: Bulk H2 Transmission ($/kg),0.17885477119232115
Steel annual production (tonne/year),999999.9999999999
Steel annual capacity margin (%),11.111176589691606
Ammonia annual production (kg/year),334339658.8730839
Ammonia annual capacity margin (%),11.111176589691588
Steel Price with Integration ($/tonne),1141.0533872850397
