,0
Useful Life,30
Wind Cost ($/kW),1514.7
Solar Cost ($/kW),9999
Electrolyzer Installed Cost ($/kW),328.89472
Wind capacity (MW),630.8000000000001
Solar capacity (MW),0.0
Excess VRE capacity (%),0
Battery storage capacity (MW),0
Battery storage duration (hr),0
Electrolyzer capacity (MW),480
Total Electricity Production (kWh),4008526548.367731
Debt Equity,60
ATB Year,2035
Grid Total Emission Intensity first year (kg-CO2/kg-H2),0.06117658495015743
Off-grid Total Emission Intensity first year (kg-CO2/kg-H2),0.0
H2 PTC first year ($/kg),0
Ren PTC first year ($/kg),0
Wind PTC,0
Discount Rate,0.07
NPV Wind Expenses,0
NPV Solar Expenses,0
NPV HVDC Expenses,0
LCOE ($/MWh),41.09092708785078
Grid Price ($/MWh),70.22690369
Electricity CF (-),1.13
Wind plant CF (-),0.43193674693969164
Wind annual energy (MWh),2386799.531733324
Solar plant CF (-),0.0
Solar annual energy (MWh),0
LCOH ($/kg),3.6133121341510033
Electrolyzer CF (-),0.9518453064626515
Fraction of electricity from renewables (-),"[0.59542965 0.58688049 0.57857335 0.5704981  0.56264517 0.55500549
 0.54757049 0.54033207 0.53839517 0.58688049 0.57857335 0.5704981
 0.56264517 0.55500549 0.54757049 0.54033207 0.53839517 0.58688049
 0.57857335 0.5704981  0.56264517 0.55500549 0.54757049 0.54033207
 0.53839517 0.58688049 0.57857335 0.5704981  0.56264517 0.55500549]"
Average stack life (hrs),78052
Number of stack clusters (-),12
Hydrogen storage duration (hr),0.0
Hydrogen storage capacity (kg),0.0
Hydrogen storage CAPEX ($/kg),0
Hydrogen annual production (kg),73288932.07856058
Hydrogen production total CAPEX ($),1114170237.899623
Hydrogen transmission total CAPEX ($),29180603.01203023
Steel Plant Total CAPEX ($),398350164.32779527
Ammonia Plant Total CAPEX ($),102761896.56000203
LCOH: Compression & storage ($/kg),0.0
LCOH: Electrolyzer CAPEX ($/kg),0.20575822046499945
LCOH: Desalination CAPEX ($/kg),0.0007442654213960201
LCOH: Electrolyzer FOM ($/kg),0.08383257643069576
LCOH:Desalination FOM ($/kg),0.0016627110733025703
LCOH: Electrolyzer VOM ($/kg),0.07527468904833468
LCOH: Wind Plant CAPEX ($/kg),0.8588342669279536
LCOH: Wind Plant FOM ($/kg),0.2416853881976757
LCOH: Solar Plant CAPEX ($/kg),0.0
LCOH: Solar Plant FOM ($/kg),0.0
LCOH: Battery Storage CAPEX ($/kg),0.0
LCOH: Battery Storage FOM ($/kg),0.0
LCOH: Grid Transmission ($/kg),0.4241863683265913
LCOH: Taxes and Finances ($/kg),0.01678534331949151
LCOH: Water consumption ($/kg),0.008292914934426389
LCOH: Grid electricity ($/kg),1.564720319587013
LCOH: Bulk H2 Transmission ($/kg),0.1315350704191231
Steel annual production (tonne/year),999999.9999999999
Steel annual capacity margin (%),11.111176589691606
Ammonia annual production (kg/year),334339658.8730839
Ammonia annual capacity margin (%),11.111176589691588
Steel Price with Integration ($/tonne),1002.7086353382025
Steel price: EAF and Casting CAPEX ($/tonne),5.378405352315362
