,Total Life Cycle H2 Production (tonnes-H2/MW),Total Scope 2 (Combustion) GHG Emissions (tonnes-CO2e/MW),Total Scope 3 (Production) GHG Emissions (tonnes-CO2e/MW),Total Life Cycle Emissions (tonnes-CO2e/MW),Annaul Average Grid Emission Intensity (kg-CO2/MWh),SMR Scope 3 GHG Emissions (kg-CO2e/kg-H2),SMR Scope 2 GHG Emissions (kg-CO2e/kg-H2),SMR Scope 1 GHG Emissions (kg-CO2e/kg-H2),SMR Total GHG Emissions (kg-CO2e/kg-H2),Ammonia SMR Scope 3 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR Scope 2 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR Scope 1 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR Total GHG Emissions (kg-CO2e/kg-NH3),Steel SMR Scope 3 GHG Emissions (kg-CO2e/MT steel),Steel SMR Scope 2 GHG Emissions (kg-CO2e/MT steel),Steel SMR Scope 1 GHG Emissions (kg-CO2e/MT steel),Steel SMR Total GHG Emissions (kg-CO2e/MT steel),SMR with CCS Scope 3 GHG Emissions (kg-CO2e/kg-H2),SMR with CCS Scope 2 GHG Emissions (kg-CO2e/kg-H2),SMR with CCS Scope 1 GHG Emissions (kg-CO2e/kg-H2),SMR with CCS Total GHG Emissions (kg-CO2e/kg-H2),Ammonia SMR with CCS Scope 3 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR with CCS Scope 2 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR with CCS Scope 1 GHG Emissions (kg-CO2e/kg-NH3),Ammonia SMR with CCS Total GHG Emissions (kg-CO2e/kg-NH3),Steel SMR with CCS Scope 3 GHG Emissions (kg-CO2e/MT steel),Steel SMR with CCS Scope 2 GHG Emissions (kg-CO2e/MT steel),Steel SMR with CCS Scope 1 GHG Emissions (kg-CO2e/MT steel),Steel SMR with CCS Total GHG Emissions (kg-CO2e/MT steel),ATR with CCS Scope 3 GHG Emissions (kg-CO2e/kg-H2),ATR with CCS Scope 2 GHG Emissions (kg-CO2e/kg-H2),ATR with CCS Scope 1 GHG Emissions (kg-CO2e/kg-H2),ATR with CCS Total GHG Emissions (kg-CO2e/kg-H2),Ammonia ATR with CCS Scope 3 GHG Emissions (kg-CO2e/kg-NH3),Ammonia ATR with CCS Scope 2 GHG Emissions (kg-CO2e/kg-NH3),Ammonia ATR with CCS Scope 1 GHG Emissions (kg-CO2e/kg-NH3),Ammonia ATR with CCS Total GHG Emissions (kg-CO2e/kg-NH3),Steel ATR with CCS Scope 3 GHG Emissions (kg-CO2e/MT steel),Steel ATR with CCS Scope 2 GHG Emissions (kg-CO2e/MT steel),Steel ATR with CCS Scope 1 GHG Emissions (kg-CO2e/MT steel),Steel ATR with CCS Total GHG Emissions (kg-CO2e/MT steel),Electrolysis Scope 3 GHG Emissions (kg-CO2e/kg-H2),Electrolysis Scope 2 GHG Emissions (kg-CO2e/kg-H2),Electrolysis Scope 1 GHG Emissions (kg-CO2e/kg-H2),Electrolysis Total GHG Emissions (kg-CO2e/kg-H2),Ammonia Electrolysis Scope 3 GHG Emissions (kg-CO2e/kg-NH3),Ammonia Electrolysis Scope 2 GHG Emissions (kg-CO2e/kg-NH3),Ammonia Electrolysis Scope 1 GHG Emissions (kg-CO2e/kg-NH3),Ammonia Electrolysis Total GHG Emissions (kg-CO2e/kg-NH3),Steel Electrolysis Scope 3 GHG Emissions (kg-CO2e/MT steel),Steel Electrolysis Scope 2 GHG Emissions (kg-CO2e/MT steel),Steel Electrolysis Scope 1 GHG Emissions (kg-CO2e/MT steel),Steel Electrolysis Total GHG Emissions (kg-CO2e/MT steel),Site,Year,Turbine Size,Electrolysis case,Electrolysis cost case,Policy Option,Grid case,Renewables case,Wind model,Degradation modeled?,Stack optimized?,NPC string,Num pem clusters,Storage string,Storage multiplier
53,80379299.57614276,0.0,0.0,0.0,0.0,2.1205354301304453,0.0,7.792144555555557,9.912679985686005,1.983668520230601,0.0,0.463,2.4466685202306016,1435.4703126120758,0.0,213.95,1649.4203126120751,2.1205354301304453,0.0,0.5008030000000004,2.7909446602012067,0.559321455133642,0.0,0.463,1.0223214551336424,965.7206505430981,0.0,213.95,1176.8152962435704,2.2218033204024077,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738826,0.0,0.463,1.0136636191738828,962.8652962435704,0.0,213.95,1176.8152962435704,1.721828942643948,0.0,0,1.721828942643948,0.34558716772598597,0.0006527909931506849,0.463,0.8092399587191371,896.7183020234166,5.89762897260274,213.95,1116.5659309960192,IN,2025,6MW,Centralized,EC-cost-Mid,no-policy,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
54,73288932.07856058,0.0,0.0,0.0,0.0,2.1205271034608164,0.0,7.792144555555557,9.912671659016368,1.9836636855580483,0.0,0.463,2.446663685558046,1435.4697347516114,0.0,213.95,1649.419734751611,2.1205271034608164,0.0,0.5008030000000004,2.790852026001565,0.5592997589550858,0.0,0.463,1.0222997589550855,965.7145117579561,0.0,213.95,1176.8030473066194,2.221618052003133,0.0,0.5258521599999998,2.7474702120031336,0.5506233961553995,0.0,0.463,1.0136233961553986,962.8530473066195,0.0,213.95,1176.8030473066194,1.033282840627391,0.0,0,1.033282840627391,0.20778592188025072,0.0,0.463,0.670785921880251,849.785248290675,0.0,213.95,1063.735248290675,IN,2030,6MW,Centralized,EC-cost-Mid,base,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
55,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8011264746507485,0.0,0,0.8011264746507485,0.16135464868492244,0.0,0.463,0.6243546486849229,834.4620112638298,0.0,213.95,1048.4120112638295,IN,2030,6MW,Centralized,EC-cost-Mid,base,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
56,81737396.05445853,0.0,0.0,0.0,0.0,2.1205354301304458,0.0,7.792144555555557,9.912679985686005,1.9836685202306015,0.0,0.463,2.4466685202305998,1435.4703126120758,0.0,213.95,1649.4203126120765,2.1205354301304458,0.0,0.5008030000000004,2.7909446602012045,0.5593214551336416,0.0,0.463,1.0223214551336413,965.7206505430992,0.0,213.95,1176.8152962435709,2.2218033204024086,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738823,0.0,0.463,1.013663619173882,962.8652962435708,0.0,213.95,1176.8152962435709,1.4938367876358958,0.0,0,1.4938367876358958,0.2998967112819518,0.0,0.463,0.762896711281952,880.1633866353563,0.0,213.95,1094.1133866353564,IN,2030,6MW,Centralized,EC-cost-Mid,base,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
57,73288932.07856058,0.0,0.0,0.0,0.0,2.1205271034608164,0.0,7.792144555555557,9.912671659016368,1.9836636855580483,0.0,0.463,2.446663685558046,1435.4697347516114,0.0,213.95,1649.419734751611,2.1205271034608164,0.0,0.5008030000000004,2.790852026001565,0.5592997589550858,0.0,0.463,1.0222997589550855,965.7145117579561,0.0,213.95,1176.8030473066194,2.221618052003133,0.0,0.5258521599999998,2.7474702120031336,0.5506233961553995,0.0,0.463,1.0136233961553986,962.8530473066195,0.0,213.95,1176.8030473066194,1.033282840627391,0.0,0,1.033282840627391,0.20778592188025072,0.0,0.463,0.670785921880251,849.785248290675,0.0,213.95,1063.735248290675,IN,2030,6MW,Centralized,EC-cost-Mid,max,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
58,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8011264746507485,0.0,0,0.8011264746507485,0.16135464868492244,0.0,0.463,0.6243546486849229,834.4620112638298,0.0,213.95,1048.4120112638295,IN,2030,6MW,Centralized,EC-cost-Mid,max,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
59,81695514.38528386,0.0,0.0,0.0,0.0,2.120535430130445,0.0,7.792144555555557,9.912679985686001,1.9836685202306001,0.0,0.463,2.4466685202306024,1435.4703126120764,0.0,213.95,1649.4203126120767,2.120535430130445,0.0,0.5008030000000004,2.790944660201205,0.5593214551336421,0.0,0.463,1.0223214551336413,965.7206505430986,0.0,213.95,1176.8152962435704,2.22180332040241,0.0,0.5258521599999998,2.747655480402408,0.5506636191738826,0.0,0.463,1.013663619173882,962.8652962435705,0.0,213.95,1176.8152962435704,1.5504569140529116,0.0,0,1.5504569140529116,0.311220736565355,0.0,0.463,0.7742207365653545,883.8980501738225,0.0,213.95,1097.8480501738222,IN,2030,6MW,Centralized,EC-cost-Mid,max,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
60,73288932.07856058,0.0,0.0,0.0,0.0,2.1205271034608164,0.0,7.792144555555557,9.912671659016368,1.9836636855580483,0.0,0.463,2.446663685558046,1435.4697347516114,0.0,213.95,1649.419734751611,2.1205271034608164,0.0,0.5008030000000004,2.790852026001565,0.5592997589550858,0.0,0.463,1.0222997589550855,965.7145117579561,0.0,213.95,1176.8030473066194,2.221618052003133,0.0,0.5258521599999998,2.7474702120031336,0.5506233961553995,0.0,0.463,1.0136233961553986,962.8530473066195,0.0,213.95,1176.8030473066194,1.033282840627391,0.0,0,1.033282840627391,0.20778592188025072,0.0,0.463,0.670785921880251,849.785248290675,0.0,213.95,1063.735248290675,IN,2030,6MW,Centralized,EC-cost-Mid,no-policy,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
61,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8011264746507485,0.0,0,0.8011264746507485,0.16135464868492244,0.0,0.463,0.6243546486849229,834.4620112638298,0.0,213.95,1048.4120112638295,IN,2030,6MW,Centralized,EC-cost-Mid,no-policy,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
62,81737396.05445853,0.0,0.0,0.0,0.0,2.1205354301304458,0.0,7.792144555555557,9.912679985686005,1.9836685202306015,0.0,0.463,2.4466685202305998,1435.4703126120758,0.0,213.95,1649.4203126120765,2.1205354301304458,0.0,0.5008030000000004,2.7909446602012045,0.5593214551336416,0.0,0.463,1.0223214551336413,965.7206505430992,0.0,213.95,1176.8152962435709,2.2218033204024086,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738823,0.0,0.463,1.013663619173882,962.8652962435708,0.0,213.95,1176.8152962435709,1.4938367876358958,0.0,0,1.4938367876358958,0.2998967112819518,0.0,0.463,0.762896711281952,880.1633866353563,0.0,213.95,1094.1133866353564,IN,2030,6MW,Centralized,EC-cost-Mid,no-policy,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
63,73288932.07856058,0.0,0.0,0.0,0.0,2.1205459003418485,0.0,7.792144555555557,9.912690455897401,1.9836745994970977,0.0,0.463,2.4466745994970958,1435.4710392316592,0.0,213.95,1649.421039231659,2.1205459003418485,0.0,0.5008030000000004,2.7910611413030484,0.5593487365782254,0.0,0.463,1.022348736578225,965.7283696410166,0.0,213.95,1176.8306984349656,2.2220362826061,0.0,0.5258521599999998,2.747888442606101,0.5507141968388357,0.0,0.463,1.013714196838835,962.8806984349658,0.0,213.95,1176.8306984349656,1.0397084183465652,0.0,0,1.0397084183465652,0.20907819198692845,0.0,0.463,0.6720781919869288,850.2091440348065,0.0,213.95,1064.1591440348063,IN,2035,6MW,Centralized,EC-cost-Mid,base,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
64,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8042343498937994,0.0,0,0.8042343498937994,0.1619833782963755,0.0,0.463,0.624983378296376,834.6670067148615,0.0,213.95,1048.6170067148612,IN,2035,6MW,Centralized,EC-cost-Mid,base,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
65,80379299.57614276,0.0,0.0,0.0,0.0,2.1205354301304453,0.0,7.792144555555557,9.912679985686005,1.983668520230601,0.0,0.463,2.4466685202306016,1435.4703126120758,0.0,213.95,1649.4203126120751,2.1205354301304453,0.0,0.5008030000000004,2.7909446602012067,0.559321455133642,0.0,0.463,1.0223214551336424,965.7206505430981,0.0,213.95,1176.8152962435704,2.2218033204024077,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738826,0.0,0.463,1.0136636191738828,962.8652962435704,0.0,213.95,1176.8152962435704,1.721828942643948,0.0,0,1.721828942643948,0.34550229684640504,0.0,0.463,0.8085022968464055,895.2018138174614,0.0,213.95,1109.151813817461,IN,2035,6MW,Centralized,EC-cost-Mid,base,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
66,73288932.07856058,0.0,0.0,0.0,0.0,2.1205459003418485,0.0,7.792144555555557,9.912690455897401,1.9836745994970977,0.0,0.463,2.4466745994970958,1435.4710392316592,0.0,213.95,1649.421039231659,2.1205459003418485,0.0,0.5008030000000004,2.7910611413030484,0.5593487365782254,0.0,0.463,1.022348736578225,965.7283696410166,0.0,213.95,1176.8306984349656,2.2220362826061,0.0,0.5258521599999998,2.747888442606101,0.5507141968388357,0.0,0.463,1.013714196838835,962.8806984349658,0.0,213.95,1176.8306984349656,1.0397084183465652,0.0,0,1.0397084183465652,0.20907819198692845,0.0,0.463,0.6720781919869288,850.2091440348065,0.0,213.95,1064.1591440348063,IN,2035,6MW,Centralized,EC-cost-Mid,max,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
67,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8042343498937994,0.0,0,0.8042343498937994,0.1619833782963755,0.0,0.463,0.624983378296376,834.6670067148615,0.0,213.95,1048.6170067148612,IN,2035,6MW,Centralized,EC-cost-Mid,max,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
68,80379299.57614276,0.0,0.0,0.0,0.0,2.1205354301304453,0.0,7.792144555555557,9.912679985686005,1.983668520230601,0.0,0.463,2.4466685202306016,1435.4703126120758,0.0,213.95,1649.4203126120751,2.1205354301304453,0.0,0.5008030000000004,2.7909446602012067,0.559321455133642,0.0,0.463,1.0223214551336424,965.7206505430981,0.0,213.95,1176.8152962435704,2.2218033204024077,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738826,0.0,0.463,1.0136636191738828,962.8652962435704,0.0,213.95,1176.8152962435704,1.721828942643948,0.0,0,1.721828942643948,0.34550229684640504,0.0,0.463,0.8085022968464055,895.2018138174614,0.0,213.95,1109.151813817461,IN,2035,6MW,Centralized,EC-cost-Mid,max,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
69,73288932.07856058,0.0,0.0,0.0,0.0,2.1205459003418485,0.0,7.792144555555557,9.912690455897401,1.9836745994970977,0.0,0.463,2.4466745994970958,1435.4710392316592,0.0,213.95,1649.421039231659,2.1205459003418485,0.0,0.5008030000000004,2.7910611413030484,0.5593487365782254,0.0,0.463,1.022348736578225,965.7283696410166,0.0,213.95,1176.8306984349656,2.2220362826061,0.0,0.5258521599999998,2.747888442606101,0.5507141968388357,0.0,0.463,1.013714196838835,962.8806984349658,0.0,213.95,1176.8306984349656,1.0397084183465652,0.0,0,1.0397084183465652,0.20907819198692845,0.0,0.463,0.6720781919869288,850.2091440348065,0.0,213.95,1064.1591440348063,IN,2035,6MW,Centralized,EC-cost-Mid,no-policy,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
70,73288932.07856058,0.0,0.0,0.0,0.0,2.120535430130447,0.0,7.792144555555557,9.912679985686,1.9836685202306024,0.0,0.463,2.4466685202306,1435.4703126120758,0.0,213.95,1649.4203126120751,2.120535430130447,0.0,0.5008030000000004,2.790944660201204,0.5593214551336416,0.0,0.463,1.022321455133641,965.7206505430994,0.0,213.95,1176.8152962435709,2.22180332040241,0.0,0.5258521599999998,2.747655480402411,0.5506636191738831,0.0,0.463,1.0136636191738824,962.8652962435709,0.0,213.95,1176.8152962435709,0.8042343498937994,0.0,0,0.8042343498937994,0.1619833782963755,0.0,0.463,0.624983378296376,834.6670067148615,0.0,213.95,1048.6170067148612,IN,2035,6MW,Centralized,EC-cost-Mid,no-policy,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
71,80379299.57614276,0.0,0.0,0.0,0.0,2.1205354301304453,0.0,7.792144555555557,9.912679985686005,1.983668520230601,0.0,0.463,2.4466685202306016,1435.4703126120758,0.0,213.95,1649.4203126120751,2.1205354301304453,0.0,0.5008030000000004,2.7909446602012067,0.559321455133642,0.0,0.463,1.0223214551336424,965.7206505430981,0.0,213.95,1176.8152962435704,2.2218033204024077,0.0,0.5258521599999998,2.7476554804024103,0.5506636191738826,0.0,0.463,1.0136636191738828,962.8652962435704,0.0,213.95,1176.8152962435704,1.721828942643948,0.0,0,1.721828942643948,0.34550229684640504,0.0,0.463,0.8085022968464055,895.2018138174614,0.0,213.95,1109.151813817461,IN,2035,6MW,Centralized,EC-cost-Mid,no-policy,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
72,73288932.07856058,0.0,0.0,0.0,0.0,2.1201976464888395,0.0008135207305936074,7.792144555555557,9.913155722774995,1.9836350987498128,0.00030964632808219185,0.463,2.4469447450778956,1436.171577160821,2.7974944123287675,213.95,1652.9190715731497,2.1201976464888395,0.0008135207305936074,0.5008030000000004,2.796237235316189,0.5602514012580518,0.00030964632808219185,0.463,1.0235610475861339,966.7396337280379,2.7974944123287675,213.95,1180.9808720954227,2.214287634376666,0.018100836255707763,0.5258521599999998,2.758240630632373,0.5526520803212889,0.00030964632808219185,0.463,1.0159617266493717,964.2333776830937,2.7974944123287675,213.95,1180.9808720954227,0.92067267147705,0.27815028528519564,0,1.1988229567622448,0.2407685455472636,0.00030964632808219185,0.463,0.7040781918753457,861.37418791462,2.7974944123287675,213.95,1078.121682326949,MN,2022,6MW,Centralized,EC-cost-Mid,base,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
73,73288932.07856058,0.0,0.0,0.0,0.0,2.1202183314072114,0.0,7.792144555555557,9.912362886962772,1.9834844047844236,0.0,0.463,2.4464844047844236,1435.4483063570574,0.0,213.95,1649.398306357057,2.1202183314072114,0.0,0.5008030000000004,2.78741693690521,0.5584952147729112,0.0,0.463,1.0214952147729113,965.4868714912601,0.0,213.95,1176.3488285631274,2.2147478738104187,0.0,0.5258521599999998,2.740600033810417,0.5491318341539526,0.0,0.463,1.0121318341539534,962.3988285631276,0.0,213.95,1176.3488285631274,0.7448239374537382,0.13106104284781123,0,0.8758849803015495,0.17618095025512412,0.00030964632808219185,0.463,0.6394905965832063,840.0648004986117,2.7974944123287675,213.95,1056.8122949109402,MN,2022,6MW,Centralized,EC-cost-Mid,base,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
74,80718901.09502491,0.0,0.0,0.0,0.0,2.12021833140721,0.0,7.792144555555557,9.912362886962764,1.9834844047844225,0.0,0.463,2.4464844047844214,1435.4483063570572,0.0,213.95,1649.3983063570563,2.12021833140721,0.0,0.5008030000000004,2.7874169369052115,0.5584952147729111,0.0,0.463,1.0214952147729113,965.4868714912601,0.0,213.95,1176.3488285631286,2.2147478738104187,0.0,0.5258521599999998,2.7406000338104164,0.5491318341539527,0.0,0.463,1.0121318341539536,962.3988285631275,0.0,213.95,1176.3488285631286,1.2096319862947902,0.0,0,1.2096319862947902,0.24293035145377226,0.0003096463280821918,0.463,0.7062399977818548,862.0871515025863,2.797494412328767,213.95,1078.8346459149152,MN,2022,6MW,Centralized,EC-cost-Mid,base,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
75,73288932.07856058,0.0,0.0,0.0,0.0,2.1201976464888395,0.0008135207305936074,7.792144555555557,9.913155722774995,1.9836350987498128,0.00030964632808219185,0.463,2.4469447450778956,1436.171577160821,2.7974944123287675,213.95,1652.9190715731497,2.1201976464888395,0.0008135207305936074,0.5008030000000004,2.796237235316189,0.5602514012580518,0.00030964632808219185,0.463,1.0235610475861339,966.7396337280379,2.7974944123287675,213.95,1180.9808720954227,2.214287634376666,0.018100836255707763,0.5258521599999998,2.758240630632373,0.5526520803212889,0.00030964632808219185,0.463,1.0159617266493717,964.2333776830937,2.7974944123287675,213.95,1180.9808720954227,0.92067267147705,0.27815028528519564,0,1.1988229567622448,0.2407685455472636,0.00030964632808219185,0.463,0.7040781918753457,861.37418791462,2.7974944123287675,213.95,1078.121682326949,MN,2022,6MW,Centralized,EC-cost-Mid,max,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
76,73288932.07856058,0.0,0.0,0.0,0.0,2.1202183314072114,0.0,7.792144555555557,9.912362886962772,1.9834844047844236,0.0,0.463,2.4464844047844236,1435.4483063570574,0.0,213.95,1649.398306357057,2.1202183314072114,0.0,0.5008030000000004,2.78741693690521,0.5584952147729112,0.0,0.463,1.0214952147729113,965.4868714912601,0.0,213.95,1176.3488285631274,2.2147478738104187,0.0,0.5258521599999998,2.740600033810417,0.5491318341539526,0.0,0.463,1.0121318341539534,962.3988285631276,0.0,213.95,1176.3488285631274,0.7448239374537382,0.13106104284781123,0,0.8758849803015495,0.17618095025512412,0.00030964632808219185,0.463,0.6394905965832063,840.0648004986117,2.7974944123287675,213.95,1056.8122949109402,MN,2022,6MW,Centralized,EC-cost-Mid,max,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
77,77232109.13401607,0.0,0.0,0.0,0.0,2.12021833140721,0.0,7.792144555555557,9.912362886962766,1.9834844047844216,0.0,0.463,2.446484404784424,1435.4483063570558,0.0,213.95,1649.398306357056,2.12021833140721,0.0,0.5008030000000004,2.7874169369052093,0.5584952147729112,0.0,0.463,1.0214952147729106,965.4868714912598,0.0,213.95,1176.3488285631277,2.2147478738104187,0.0,0.5258521599999998,2.7406000338104195,0.5491318341539528,0.0,0.463,1.012131834153952,962.3988285631275,0.0,213.95,1176.3488285631277,1.1155228662953707,0.0,0,1.1155228662953707,0.22410852745388843,0.00030964632808219185,0.463,0.6874181737819703,855.8797139474252,2.7974944123287675,213.95,1072.627208359754,MN,2022,6MW,Centralized,EC-cost-Mid,max,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
78,73288932.07856058,0.0,0.0,0.0,0.0,2.1201976464888395,0.0008135207305936074,7.792144555555557,9.913155722774995,1.9836350987498128,0.00030964632808219185,0.463,2.4469447450778956,1436.171577160821,2.7974944123287675,213.95,1652.9190715731497,2.1201976464888395,0.0008135207305936074,0.5008030000000004,2.796237235316189,0.5602514012580518,0.00030964632808219185,0.463,1.0235610475861339,966.7396337280379,2.7974944123287675,213.95,1180.9808720954227,2.214287634376666,0.018100836255707763,0.5258521599999998,2.758240630632373,0.5526520803212889,0.00030964632808219185,0.463,1.0159617266493717,964.2333776830937,2.7974944123287675,213.95,1180.9808720954227,0.92067267147705,0.27815028528519564,0,1.1988229567622448,0.2407685455472636,0.00030964632808219185,0.463,0.7040781918753457,861.37418791462,2.7974944123287675,213.95,1078.121682326949,MN,2022,6MW,Centralized,EC-cost-Mid,no-policy,grid-only-retail-flat,No-ren,no-wind,deg-pen,stack-op-basic,NPC,12,SM,1.0
79,73288932.07856058,0.0,0.0,0.0,0.0,2.1202183314072114,0.0,7.792144555555557,9.912362886962772,1.9834844047844236,0.0,0.463,2.4464844047844236,1435.4483063570574,0.0,213.95,1649.398306357057,2.1202183314072114,0.0,0.5008030000000004,2.78741693690521,0.5584952147729112,0.0,0.463,1.0214952147729113,965.4868714912601,0.0,213.95,1176.3488285631274,2.2147478738104187,0.0,0.5258521599999998,2.740600033810417,0.5491318341539526,0.0,0.463,1.0121318341539534,962.3988285631276,0.0,213.95,1176.3488285631274,0.7448239374537382,0.13106104284781123,0,0.8758849803015495,0.17618095025512412,0.00030964632808219185,0.463,0.6394905965832063,840.0648004986117,2.7974944123287675,213.95,1056.8122949109402,MN,2022,6MW,Centralized,EC-cost-Mid,no-policy,hybrid-grid-retail-flat,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,12,SM,1.0
80,80718901.09502491,0.0,0.0,0.0,0.0,2.12021833140721,0.0,7.792144555555557,9.912362886962764,1.9834844047844225,0.0,0.463,2.4464844047844214,1435.4483063570572,0.0,213.95,1649.3983063570563,2.12021833140721,0.0,0.5008030000000004,2.7874169369052115,0.5584952147729111,0.0,0.463,1.0214952147729113,965.4868714912601,0.0,213.95,1176.3488285631286,2.2147478738104187,0.0,0.5258521599999998,2.7406000338104164,0.5491318341539527,0.0,0.463,1.0121318341539536,962.3988285631275,0.0,213.95,1176.3488285631286,1.2096319862947902,0.0,0,1.2096319862947902,0.24293035145377226,0.0003096463280821918,0.463,0.7062399977818548,862.0871515025863,2.797494412328767,213.95,1078.8346459149152,MN,2022,6MW,Centralized,EC-cost-Mid,no-policy,off-grid,Wind+PV+bat,pysam,deg-pen,stack-op-basic,NPC,24,SM,1.0
